REY_roi_manualSelection1;ROI_0_Psic_101Ev5.pdf_pg-27.jpg;a14;(352,242);True;4
REY_roi_manualSelection1;ROI_0_Psic_516Ev3.pdf_pg-26.jpg;a14;(403,236);True;4
REY_roi_manualSelection1;ROI_0_Psic_131Ev5.pdf_pg-25.jpg;a14;(312,157);True;5
REY_roi_manualSelection1;ROI_0_Psic_533Ev2-1.pdf_pg-24.jpg;a14;(332,180);True;4
REY_roi_manualSelection1;ROI_0_Psic_243Ev5.pdf_pg-26.jpg;a14;(467,318);True;4
REY_roi_manualSelection1;ROI_0_Psic_220Ev3.pdf_pg-19.jpg;a14;(472,203);True;5
REY_roi_manualSelection1;ROI_0_Psic_031Ev5.pdf_pg-27.jpg;a14;(368,270);True;4
REY_roi_manualSelection1;ROI_0_Psic_024Ev3.pdf_pg-19.jpg;a14;(313,95);True;4
REY_roi_manualSelection1;ROI_0_Psic_030Ev5.pdf_pg-27.jpg;a14;(386,190);True;5
REY_roi_manualSelection1;ROI_0_Psic_502Ev3.pdf_pg-26.jpg;a14;(398,253);True;5
REY_roi_manualSelection1;ROI_0_Psic_503Ev3.pdf_pg-24.jpg;a14;(499,278);True;5
REY_roi_manualSelection1;ROI_0_Psic_132Ev5.pdf_pg-25.jpg;a14;(296,160);True;5
REY_roi_manualSelection1;ROI_0_Psic_202Ev5.pdf_pg-28.jpg;a14;(365,216);True;5
REY_roi_manualSelection1;ROI_0_Psic_515Ev3-1.pdf_pg-18.jpg;a14;(453,414);True;4
REY_roi_manualSelection1;ROI_0_Psic_213Ev2.pdf_pg-18.jpg;a14;(357,197);True;5
REY_roi_manualSelection1;ROI_0_Psic_517Ev3.pdf_pg-24.jpg;a14;(433,277);True;4
REY_roi_manualSelection1;ROI_0_Psic_113Ev5.pdf_pg-25.jpg;a14;(271,198);True;5
REY_roi_manualSelection1;ROI_0_Psic_141Ev5.pdf_pg-25.jpg;a14;(399,182);True;4
REY_roi_manualSelection1;ROI_0_Psic_525Ev2-1.pdf_pg-22.jpg;a14;(431,201);True;5
REY_roi_manualSelection1;ROI_0_Psic_425Ev4.pdf_pg-24.jpg;a14;(365,222);True;5
REY_roi_manualSelection1;ROI_0_Psic_508Ev1.pdf_pg-23.jpg;a14;(478,254);True;5
REY_roi_manualSelection1;ROI_0_Psic_522Ev3.pdf_pg-26.jpg;a14;(446,251);True;4
REY_roi_manualSelection1;ROI_0_Psic_244Ev1.pdf_pg-28.jpg;a14;(416,182);True;4
REY_roi_manualSelection1;ROI_90_Psic_031Ev2.pdf_pg-20.jpg;a14;(409,219);True;4
REY_roi_manualSelection1;ROI_0_Psic_239Ev3.pdf_pg-34.jpg;a14;(303,143);True;4
REY_roi_manualSelection1;ROI_0_Psic_233Ev5.pdf_pg-18.jpg;a14;(368,203);True;4
REY_roi_manualSelection1;ROI_0_Psic_236Ev1.pdf_pg-35.jpg;a14;(334,188);True;5
REY_roi_manualSelection1;ROI_0_Psic_519Ev2.pdf_pg-20.jpg;a14;(414,194);True;5
REY_roi_manualSelection1;ROI_90_Psic_033Ev2.pdf_pg-20.jpg;a14;(288,190);True;5
REY_roi_manualSelection1;ROI_0_Psic_132Ev1.pdf_pg-18.jpg;a14;(332,174);True;5
REY_roi_manualSelection1;ROI_0_Psic_131Ev4.pdf_pg-25.jpg;a14;(311,165);True;4
REY_roi_manualSelection1;ROI_0_Psic_247Ev2.pdf_pg-17.jpg;a14;(384,194);True;5
REY_roi_manualSelection1;ROI_0_Psic_247Ev1.pdf_pg-35.jpg;a14;(302,254);True;4
REY_roi_manualSelection1;ROI_90_Psic_030Ev3.pdf_pg-17.jpg;a14;(445,239);True;5
REY_roi_manualSelection1;ROI_0_Psic_102Ev3.pdf_pg-21.jpg;a14;(384,189);True;5
REY_roi_manualSelection1;ROI_0_Psic_427Ev4.pdf_pg-24.jpg;a14;(365,225);True;5
REY_roi_manualSelection1;ROI_0_Psic_423Ev2.pdf_pg-32.jpg;a14;(303,163);True;5
REY_roi_manualSelection1;ROI_0_Psic_041Ev4.pdf_pg-28.jpg;a14;(432,240);True;5
REY_roi_manualSelection1;ROI_0_Psic_026Ev1.pdf_pg-18.jpg;a14;(390,176);True;4
REY_roi_manualSelection1;ROI_0_Psic_237Ev1.pdf_pg-20.jpg;a14;(336,231);True;5
REY_roi_manualSelection1;ROI_0_Psic_516Ev4.pdf_pg-26.jpg;a14;(407,236);True;5
REY_roi_manualSelection1;ROI_0_Psic_134Ev1.pdf_pg-18.jpg;a14;(355,151);True;4
REY_roi_manualSelection1;ROI_0_Psic_438Ev1.pdf_pg-22.jpg;a14;(374,164);True;4
REY_roi_manualSelection1;ROI_0_Psic_202Ev4.pdf_pg-24.jpg;a14;(376,176);True;4
REY_roi_manualSelection1;ROI_0_Psic_206Ev2.pdf_pg-5.jpg;a14;(280,126);True;5
REY_roi_manualSelection1;ROI_0_Psic_535Ev2.pdf_pg-22.jpg;a14;(341,172);True;4
REY_roi_manualSelection1;ROI_0_Psic_443Ev2.pdf_pg-25.jpg;a14;(353,236);True;4
REY_roi_manualSelection1;ROI_0_Psic_440Ev2.pdf_pg-22.jpg;a14;(412,206);True;4
REY_roi_manualSelection1;ROI_0_Psic_102Ev2.pdf_pg-21.jpg;a14;(395,146);True;4
REY_roi_manualSelection1;ROI_0_Psic_131Ev1.pdf_pg-14.jpg;a14;(300,178);True;5
REY_roi_manualSelection1;ROI_0_Psic_243v2.pdf_pg-17.jpg;a14;(327,206);True;4
REY_roi_manualSelection1;ROI_0_Psic_529Ev3.pdf_pg-22.jpg;a14;(348,199);True;5
REY_roi_manualSelection1;ROI_0_Psic_126Ev1.pdf_pg-31.jpg;a14;(473,205);True;4
REY_roi_manualSelection1;ROI_0_Psic_525Ev1.pdf_pg-23.jpg;a14;(390,202);True;4
REY_roi_manualSelection1;ROI_0_Psic_432Ev2.pdf_pg-32.jpg;a14;(349,174);True;4
REY_roi_manualSelection1;ROI_0_Psic_115Ev1.pdf_pg-7.jpg;a14;(331,155);True;5
REY_roi_manualSelection1;ROI_0_Psic_219Ev2.pdf_pg-18.jpg;a14;(297,190);True;4
REY_roi_manualSelection1;ROI_0_Psic_248Ev1.pdf_pg-21.jpg;a14;(365,213);True;4
REY_roi_manualSelection1;ROI_0_Psic_441Ev1.pdf_pg-22.jpg;a14;(489,281);True;4
REY_roi_manualSelection1;ROI_0_Psic_512Ev5.pdf_pg-24.jpg;a14;(383,201);True;5
REY_roi_manualSelection1;ROI_0_Psic_112Ev4.pdf_pg-25.jpg;a14;(318,237);True;5
REY_roi_manualSelection1;ROI_0_Psic_524Ev1.pdf_pg-23.jpg;a14;(388,192);True;5
REY_roi_manualSelection1;ROI_0_Psic_510Ev1.pdf_pg-21.jpg;a14;(571,280);True;5
